subject_type,subject_id,region_code,variable,value_num,value_txt,unit,quality,note
municipality,PEDROSO DE ACIM,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PEÑALSORDO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PEÑALSORDO,ES-EX,zar_zone,,SIERRAS DE SIRUELA-ZARZA CAPILLA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PERALEDA DE SAN ROMÁN,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PERALEDA DE SAN ROMÁN,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PERALEDA DEL ZAUCEJO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PERALEDA DEL ZAUCEJO,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PERALES DEL PUERTO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PERALES DEL PUERTO,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PINOFRANQUEADO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PINOFRANQUEADO,ES-EX,zar_zone,,HURDES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PIORNAL,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PIORNAL,ES-EX,zar_zone,,JERTE-AMBROZ + VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PLASENCIA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PLASENCIA,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PORTEZUELO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PORTEZUELO,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,POZUELO DE ZARZÓN,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,POZUELO DE ZARZÓN,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUEBLA DE ALCOCER,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUEBLA DE ALCOCER,ES-EX,zar_zone,,SIBERIA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUEBLA DE LA REINA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUEBLA DE LA REINA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUEBLA DE OBANDO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUEBLA DE OBANDO,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUEBLA DEL MAESTRE,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUEBLA DEL MAESTRE,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUERTO DE SANTA CRUZ,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PUERTO DE SANTA CRUZ,ES-EX,zar_zone,,MONTÁNCHEZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,QUINTANA DE LA SERENA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,QUINTANA DE LA SERENA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,REBOLLAR,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,REBOLLAR,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,REINA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,REINA,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,RETAMAL DE LLERENA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,RETAMAL DE LLERENA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,RISCO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,RISCO,ES-EX,zar_zone,,SIERRAS DE SIRUELA-ZARZA CAPILLA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROBLEDILLO DE GATA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROBLEDILLO DE GATA,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROBLEDILLO DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROBLEDILLO DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROBLEDILLO DE TRUJILLO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROBLEDILLO DE TRUJILLO,ES-EX,zar_zone,,MONTÁNCHEZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROBLEDOLLANO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROBLEDOLLANO,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROMANGORDO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ROMANGORDO,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SALORINO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SALORINO,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SAN MARTÍN DE TREVEJO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SAN MARTÍN DE TREVEJO,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SAN PEDRO DE MERIDA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SAN PEDRO DE MERIDA,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SAN VICENTE DE ALCÁNTARA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SAN VICENTE DE ALCÁNTARA,ES-EX,zar_zone,,SIERRA DE SAN PEDRO + VALENCIA DE ALCÁNTARA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SANTA CRUZ DE LA SIERRA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SANTA CRUZ DE LA SIERRA,ES-EX,zar_zone,,MONTÁNCHEZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SANTA CRUZ DE PANIAGUA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SANTA CRUZ DE PANIAGUA,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SANTIAGO DE ALCÁNTARA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SANTIAGO DE ALCÁNTARA,ES-EX,zar_zone,,VALENCIA DE ALCÁNTARA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SANTIBÁÑEZ EL ALTO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SANTIBÁÑEZ EL ALTO,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SEGURA DE LEON,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SEGURA DE LEON,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SEGURA DE TORO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SEGURA DE TORO,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SERRADILLA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SERRADILLA,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SERREJÓN,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SERREJÓN,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SIRUELA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,SIRUELA,ES-EX,zar_zone,,SIERRAS DE SIRUELA-ZARZA CAPILLA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TALARRUBIAS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TALARRUBIAS,ES-EX,zar_zone,,SIBERIA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TALAVERUELA DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TALAVERUELA DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TALAYUELA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TALAYUELA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORIL,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORIL,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORNAVACAS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORNAVACAS,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORRE DE DON MIGUEL,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORRE DE DON MIGUEL,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORRE DE SANTA MARÍA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORRE DE SANTA MARÍA,ES-EX,zar_zone,,MONTÁNCHEZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORRECILLA DE LOS ÁNGELES,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORRECILLA DE LOS ÁNGELES,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORREJÓN EL RUBIO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORREJÓN EL RUBIO,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORREMENGA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TORREMENGA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TRASIERRA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,TRASIERRA,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDASTILLAS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDASTILLAS,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDECABALLEROS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDECABALLEROS,ES-EX,zar_zone,,SIBERIA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDECAÑAS DE TAJO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDECAÑAS DE TAJO,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDELACASA DE TAJO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDELACASA DE TAJO,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDEMORALES,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALDEMORALES,ES-EX,zar_zone,,MONTÁNCHEZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALENCIA DE ALCANTARA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALENCIA DE ALCANTARA,ES-EX,zar_zone,,SIERRA DE SAN PEDRO + VALENCIA DE ALCÁNTARA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALLE DE LA SERENA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALLE DE LA SERENA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALVERDE DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALVERDE DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALVERDE DEL FRESNO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VALVERDE DEL FRESNO,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VIANDAR DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VIANDAR DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLA DEL CAMPO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLA DEL CAMPO,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLAMIEL,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLAMIEL,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLANUEVA DE LA SIERRA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLANUEVA DE LA SIERRA,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLANUEVA DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLANUEVA DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLAR DE PLASENCIA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLAR DE PLASENCIA,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
